"product_key","product_id","product_name","category","supplier_id","cost","selling_price","reorder_level"
339,"PRD00339","Heavy-Duty Blender","Home & Kitchen","SUP0040",174.59,275.17,75
340,"PRD00340","Deluxe Stapler","Office Supplies","SUP0086",23.68,44.15,100
341,"PRD00341","Heavy-Duty TV Stand","Furniture","SUP0117",724.49,1283.09,75
342,"PRD00342","Essential Tablet Stand","Electronics","SUP0066",228.63,387.00,25
343,"PRD00343","Pro Speaker","Electronics","SUP0028",298.36,393.44,25
344,"PRD00344","Ultra Pasta Pack","Grocery","SUP0029",36.78,49.75,20
345,"PRD00345","Pro Air Fryer","Home & Kitchen","SUP0101",237.96,377.05,10
346,"PRD00346","Portable Resistance Bands","Sports & Outdoors","SUP0114",60.43,100.10,75
347,"PRD00347","Deluxe Speaker","Electronics","SUP0077",700.26,1259.89,50
348,"PRD00348","Wireless Air Fryer","Home & Kitchen","SUP0089",203.19,354.38,75
349,"PRD00349","Wireless TV Stand","Furniture","SUP0057",630.74,1190.14,10
350,"PRD00350","Essential Binder","Office Supplies","SUP0031",23.97,38.76,50
351,"PRD00351","Heavy-Duty Hair Dryer","Health & Beauty","SUP0030",24.46,48.69,75
352,"PRD00352","Ultra Scarf","Apparel","SUP0025",141.89,181.56,25
353,"PRD00353","Smart Hair Dryer","Health & Beauty","SUP0060",71.44,138.87,25
354,"PRD00354","Portable Sofa","Furniture","SUP0054",183.00,306.70,20
355,"PRD00355","Smart Bookshelf","Furniture","SUP0112",826.05,1053.59,25
356,"PRD00356","Ultra Webcam","Electronics","SUP0071",562.47,828.52,10
357,"PRD00357","Portable Car Vacuum","Automotive","SUP0037",370.51,732.98,10
358,"PRD00358","Pro Bed Frame","Furniture","SUP0116",851.23,1366.79,75
359,"PRD00359","Classic Blender","Home & Kitchen","SUP0117",216.61,407.97,20
360,"PRD00360","Deluxe Office Chair","Furniture","SUP0054",304.21,569.39,10
361,"PRD00361","Deluxe Stapler","Office Supplies","SUP0050",5.26,8.93,10
362,"PRD00362","Premium Pen Set","Office Supplies","SUP0120",22.24,29.81,10
363,"PRD00363","Essential Desk","Furniture","SUP0102",92.33,163.63,20
364,"PRD00364","Pro Air Fryer","Home & Kitchen","SUP0061",90.25,161.87,100
365,"PRD00365","Heavy-Duty Bed Frame","Furniture","SUP0058",82.19,122.17,75
366,"PRD00366","Compact Headphones","Electronics","SUP0033",438.50,808.17,20
367,"PRD00367","Portable TV Stand","Furniture","SUP0078",303.91,522.55,75
368,"PRD00368","Pro Water Bottle","Sports & Outdoors","SUP0039",266.48,456.19,10
369,"PRD00369","Classic Power Bank","Electronics","SUP0009",197.87,250.96,10
370,"PRD00370","Ultra Sofa","Furniture","SUP0069",786.34,995.47,10
371,"PRD00371","Smart Moisturizer","Health & Beauty","SUP0092",87.85,144.66,20
372,"PRD00372","Premium Socks Pack","Apparel","SUP0046",141.16,261.02,20
373,"PRD00373","Wireless Puzzle","Toys & Games","SUP0068",119.76,181.20,25
374,"PRD00374","Portable Headphones","Electronics","SUP0050",617.24,957.62,50
375,"PRD00375","Classic Webcam","Electronics","SUP0033",391.70,673.97,100
376,"PRD00376","Compact Webcam","Electronics","SUP0031",700.84,1393.31,100
377,"PRD00377","Compact Vitamin Pack","Health & Beauty","SUP0095",77.52,121.19,25
378,"PRD00378","Deluxe Storage Box","Home & Kitchen","SUP0044",109.97,198.30,100
379,"PRD00379","Essential Toaster","Home & Kitchen","SUP0090",65.78,87.68,50
380,"PRD00380","Wireless Shampoo","Health & Beauty","SUP0092",37.40,54.81,50
381,"PRD00381","Eco Headphones","Electronics","SUP0102",247.60,352.88,20
382,"PRD00382","Deluxe Snack Box","Grocery","SUP0066",2.64,3.34,50
383,"PRD00383","Portable Tea Set","Grocery","SUP0033",39.52,62.08,10
384,"PRD00384","Eco Desk","Furniture","SUP0046",361.29,635.77,10
385,"PRD00385","Deluxe Snack Box","Grocery","SUP0016",9.51,18.66,25
386,"PRD00386","Classic Resistance Bands","Sports & Outdoors","SUP0057",237.19,312.39,50
387,"PRD00387","Wireless Hoodie","Apparel","SUP0089",65.55,125.16,50
388,"PRD00388","Portable Pen Set","Office Supplies","SUP0103",85.14,136.27,10
389,"PRD00389","Compact Seat Cover","Automotive","SUP0078",249.23,342.76,20
390,"PRD00390","Deluxe Puzzle","Toys & Games","SUP0011",118.98,169.40,25
391,"PRD00391","Pro Hair Dryer","Health & Beauty","SUP0078",94.44,164.06,100
392,"PRD00392","Heavy-Duty Tent","Sports & Outdoors","SUP0045",184.67,301.85,50
393,"PRD00393","Deluxe Tablet Stand","Electronics","SUP0036",196.08,271.06,100
394,"PRD00394","Premium Coffee Beans","Grocery","SUP0086",9.60,13.34,100
395,"PRD00395","Portable Binder","Office Supplies","SUP0087",70.60,106.79,20
396,"PRD00396","Wireless Spice Kit","Grocery","SUP0087",3.26,6.44,50
397,"PRD00397","Compact Monitor","Electronics","SUP0100",708.77,1379.13,100
398,"PRD00398","Classic Whiteboard","Office Supplies","SUP0005",89.55,123.62,75
399,"PRD00399","Ultra Cookware Set","Home & Kitchen","SUP0048",103.89,188.94,50
400,"PRD00400","Smart Bookshelf","Furniture","SUP0068",634.02,865.70,25
401,"PRD00401","Essential Pen Set","Office Supplies","SUP0032",73.79,104.66,10
402,"PRD00402","Wireless Power Bank","Electronics","SUP0067",190.70,315.18,50
403,"PRD00403","Compact Snack Box","Grocery","SUP0100",24.12,40.64,25
404,"PRD00404","Eco Phone Mount","Automotive","SUP0037",45.68,87.16,100
405,"PRD00405","Ultra Pasta Pack","Grocery","SUP0016",11.36,15.30,20
406,"PRD00406","Ultra Pasta Pack","Grocery","SUP0116",35.66,70.13,100
407,"PRD00407","Compact Resistance Bands","Sports & Outdoors","SUP0109",259.47,481.87,25
408,"PRD00408","Heavy-Duty Shampoo","Health & Beauty","SUP0071",66.56,110.70,75
409,"PRD00409","Pro Scarf","Apparel","SUP0021",17.61,27.41,100
410,"PRD00410","Heavy-Duty Dash Cam","Automotive","SUP0102",155.35,224.45,25
411,"PRD00411","Compact Water Bottle","Sports & Outdoors","SUP0102",218.69,354.69,20
412,"PRD00412","Ultra T-Shirt","Apparel","SUP0047",16.75,23.70,75
413,"PRD00413","Ultra Card Game","Toys & Games","SUP0017",83.26,108.83,75
414,"PRD00414","Compact Snack Box","Grocery","SUP0051",34.20,55.45,100
415,"PRD00415","Portable Seat Cover","Automotive","SUP0099",197.43,334.51,50
416,"PRD00416","Compact Bookshelf","Furniture","SUP0041",746.60,1128.01,100
417,"PRD00417","Ultra Webcam","Electronics","SUP0017",547.24,916.24,75
418,"PRD00418","Wireless Moisturizer","Health & Beauty","SUP0056",28.90,55.17,75
419,"PRD00419","Premium Coffee Beans","Grocery","SUP0067",32.10,55.98,20
420,"PRD00420","Wireless Trousers","Apparel","SUP0120",128.33,243.89,100
421,"PRD00421","Portable Trousers","Apparel","SUP0109",107.71,202.25,10
422,"PRD00422","Essential Socks Pack","Apparel","SUP0036",106.13,186.80,20
423,"PRD00423","Smart Vitamin Pack","Health & Beauty","SUP0012",63.01,114.33,75
424,"PRD00424","Smart Vitamin Pack","Health & Beauty","SUP0020",18.38,35.12,20
425,"PRD00425","Heavy-Duty Vitamin Pack","Health & Beauty","SUP0044",87.57,111.38,75
426,"PRD00426","Premium Charger","Electronics","SUP0006",663.27,893.19,100
427,"PRD00427","Pro TV Stand","Furniture","SUP0027",318.23,575.24,75
428,"PRD00428","Essential Notebook","Office Supplies","SUP0064",16.15,30.10,100
429,"PRD00429","Essential Action Figure","Toys & Games","SUP0062",100.53,163.92,20
430,"PRD00430","Essential Bed Frame","Furniture","SUP0039",30.59,44.82,50
431,"PRD00431","Premium Speaker","Electronics","SUP0057",499.29,991.53,50
432,"PRD00432","Eco Backpack","Sports & Outdoors","SUP0078",191.75,277.05,20
433,"PRD00433","Heavy-Duty Trousers","Apparel","SUP0094",96.93,160.42,25
434,"PRD00434","Wireless Snack Box","Grocery","SUP0066",31.41,41.78,75
435,"PRD00435","Eco Power Bank","Electronics","SUP0016",612.41,1014.12,25
436,"PRD00436","Wireless Yoga Mat","Sports & Outdoors","SUP0007",289.12,435.53,25
437,"PRD00437","Smart Tea Set","Grocery","SUP0032",25.67,50.03,20
438,"PRD00438","Smart TV Stand","Furniture","SUP0041",114.70,224.00,20
439,"PRD00439","Ultra Sofa","Furniture","SUP0060",626.90,815.52,50
440,"PRD00440","Ultra Coffee Beans","Grocery","SUP0012",12.74,22.69,50
441,"PRD00441","Eco Water Bottle","Sports & Outdoors","SUP0075",25.80,43.51,25
442,"PRD00442","Pro Power Bank","Electronics","SUP0077",286.52,491.58,100
443,"PRD00443","Pro Vitamin Pack","Health & Beauty","SUP0002",7.44,14.16,10
444,"PRD00444","Pro Resistance Bands","Sports & Outdoors","SUP0047",292.21,577.60,50
445,"PRD00445","Classic Notebook","Office Supplies","SUP0073",67.97,91.59,75
446,"PRD00446","Portable Cookware Set","Home & Kitchen","SUP0010",191.50,242.91,50
447,"PRD00447","Portable Backpack","Sports & Outdoors","SUP0106",12.50,18.66,75
448,"PRD00448","Compact Dash Cam","Automotive","SUP0013",200.57,366.60,50
449,"PRD00449","Deluxe Whiteboard","Office Supplies","SUP0047",62.13,98.44,20
450,"PRD00450","Portable Toaster","Home & Kitchen","SUP0065",74.22,148.28,10
451,"PRD00451","Wireless Webcam","Electronics","SUP0103",349.55,555.27,50
452,"PRD00452","Wireless Bike Light","Sports & Outdoors","SUP0115",54.11,99.89,75
453,"PRD00453","Smart Cookware Set","Home & Kitchen","SUP0021",175.87,248.96,50
454,"PRD00454","Heavy-Duty Snack Box","Grocery","SUP0076",4.21,7.41,25
455,"PRD00455","Portable Bike Light","Sports & Outdoors","SUP0063",198.43,288.70,100
456,"PRD00456","Ultra Puzzle","Toys & Games","SUP0048",114.30,155.82,25
457,"PRD00457","Classic Vitamin Pack","Health & Beauty","SUP0040",44.94,87.98,100
458,"PRD00458","Essential Coffee Beans","Grocery","SUP0077",17.37,30.03,50
459,"PRD00459","Essential Scarf","Apparel","SUP0100",62.65,91.20,75
460,"PRD00460","Heavy-Duty Puzzle","Toys & Games","SUP0075",118.14,183.94,50
461,"PRD00461","Essential Cutting Board","Home & Kitchen","SUP0080",224.37,319.16,50
462,"PRD00462","Essential Kettle","Home & Kitchen","SUP0005",59.57,75.85,75
463,"PRD00463","Compact Pasta Pack","Grocery","SUP0003",26.42,40.33,50
464,"PRD00464","Wireless Hoodie","Apparel","SUP0089",130.33,209.17,20
465,"PRD00465","Smart Desk Organizer","Office Supplies","SUP0112",87.20,121.13,100
466,"PRD00466","Heavy-Duty Dash Cam","Automotive","SUP0067",348.76,639.08,20
467,"PRD00467","Essential Building Blocks","Toys & Games","SUP0068",93.43,175.98,50
468,"PRD00468","Wireless Hoodie","Apparel","SUP0117",115.35,198.36,75
469,"PRD00469","Deluxe Binder","Office Supplies","SUP0099",13.55,17.27,100
470,"PRD00470","Heavy-Duty Tyre Inflator","Automotive","SUP0079",369.13,632.13,50
471,"PRD00471","Eco Cookware Set","Home & Kitchen","SUP0072",200.76,323.45,25
472,"PRD00472","Pro Scarf","Apparel","SUP0037",22.01,29.58,100
473,"PRD00473","Heavy-Duty Toaster","Home & Kitchen","SUP0041",173.91,273.51,50
474,"PRD00474","Heavy-Duty Pen Set","Office Supplies","SUP0037",19.65,31.81,10
475,"PRD00475","Portable Building Blocks","Toys & Games","SUP0115",11.45,19.31,50
476,"PRD00476","Wireless Desk","Furniture","SUP0006",260.37,481.21,25
477,"PRD00477","Compact Snack Box","Grocery","SUP0119",13.10,20.85,50
478,"PRD00478","Heavy-Duty Hair Dryer","Health & Beauty","SUP0028",4.13,5.39,20
479,"PRD00479","Pro Sofa","Furniture","SUP0090",368.43,593.16,25
480,"PRD00480","Smart Cutting Board","Home & Kitchen","SUP0076",153.20,225.01,20
481,"PRD00481","Essential Socks Pack","Apparel","SUP0029",105.77,200.44,100
482,"PRD00482","Compact Hoodie","Apparel","SUP0043",118.08,151.11,100
483,"PRD00483","Essential Water Bottle","Sports & Outdoors","SUP0001",147.27,195.68,75
484,"PRD00484","Wireless Tea Set","Grocery","SUP0084",10.44,20.78,50
485,"PRD00485","Eco Backpack","Sports & Outdoors","SUP0042",47.89,77.78,25
486,"PRD00486","Compact Vitamin Pack","Health & Beauty","SUP0030",62.96,111.87,75
487,"PRD00487","Premium Dash Cam","Automotive","SUP0054",228.26,287.00,20
488,"PRD00488","Premium Tea Set","Grocery","SUP0101",13.73,22.49,50
489,"PRD00489","Heavy-Duty Air Fryer","Home & Kitchen","SUP0119",29.26,44.27,25
490,"PRD00490","Premium Snack Box","Grocery","SUP0073",2.29,3.00,75
491,"PRD00491","Deluxe Router","Electronics","SUP0059",326.58,440.73,100
492,"PRD00492","Ultra Board Game","Toys & Games","SUP0109",69.83,123.40,75
493,"PRD00493","Eco Yoga Mat","Sports & Outdoors","SUP0043",241.37,337.95,20
494,"PRD00494","Essential Tyre Inflator","Automotive","SUP0092",75.32,100.06,20
495,"PRD00495","Deluxe Router","Electronics","SUP0073",514.60,915.91,100
496,"PRD00496","Wireless Sofa","Furniture","SUP0110",52.64,102.76,100
497,"PRD00497","Classic Spice Kit","Grocery","SUP0042",3.03,5.02,10
498,"PRD00498","Compact Stapler","Office Supplies","SUP0018",64.40,122.57,50
499,"PRD00499","Eco T-Shirt","Apparel","SUP0034",108.54,200.94,50
500,"PRD00500","Pro Trousers","Apparel","SUP0039",54.22,100.91,75
501,"PRD00501","Premium Tyre Inflator","Automotive","SUP0084",41.24,79.23,25
502,"PRD00502","Premium Car Vacuum","Automotive","SUP0060",223.56,416.49,25
503,"PRD00503","Essential Storage Box","Home & Kitchen","SUP0119",117.46,203.52,100
504,"PRD00504","Heavy-Duty Office Chair","Furniture","SUP0082",485.60,873.44,25
505,"PRD00505","Eco Stapler","Office Supplies","SUP0018",9.18,11.89,50
506,"PRD00506","Heavy-Duty Storage Box","Home & Kitchen","SUP0048",67.80,92.86,50
507,"PRD00507","Ultra Phone Mount","Automotive","SUP0103",350.00,495.04,100
508,"PRD00508","Eco TV Stand","Furniture","SUP0097",878.88,1320.67,75
509,"PRD00509","Compact Spice Kit","Grocery","SUP0058",8.10,14.92,75
510,"PRD00510","Compact Phone Mount","Automotive","SUP0015",266.90,433.35,10
511,"PRD00511","Portable Bookshelf","Furniture","SUP0074",510.94,914.28,75
512,"PRD00512","Deluxe Air Fryer","Home & Kitchen","SUP0067",63.29,126.41,50
513,"PRD00513","Eco Power Bank","Electronics","SUP0012",780.21,1355.81,75
514,"PRD00514","Premium Tent","Sports & Outdoors","SUP0017",64.67,113.83,75
515,"PRD00515","Smart Notebook","Office Supplies","SUP0072",8.35,10.63,50
516,"PRD00516","Pro Shampoo","Health & Beauty","SUP0051",28.00,44.72,25
517,"PRD00517","Heavy-Duty Bookshelf","Furniture","SUP0075",784.74,1408.90,10
518,"PRD00518","Deluxe Charger","Electronics","SUP0070",598.02,938.37,10
519,"PRD00519","Compact Tea Set","Grocery","SUP0005",14.49,22.14,25
520,"PRD00520","Wireless Binder","Office Supplies","SUP0094",88.91,113.81,100
521,"PRD00521","Deluxe Tea Set","Grocery","SUP0058",34.81,58.62,50
522,"PRD00522","Essential Binder","Office Supplies","SUP0112",40.60,72.83,75
523,"PRD00523","Deluxe Blender","Home & Kitchen","SUP0023",125.77,239.60,75
524,"PRD00524","Wireless Binder","Office Supplies","SUP0029",81.26,127.28,10
525,"PRD00525","Pro Bed Frame","Furniture","SUP0087",267.22,452.74,100
526,"PRD00526","Portable Building Blocks","Toys & Games","SUP0106",109.83,154.64,20
527,"PRD00527","Deluxe Jacket","Apparel","SUP0036",95.33,164.32,20
528,"PRD00528","Heavy-Duty Coffee Beans","Grocery","SUP0005",29.59,39.91,100
529,"PRD00529","Premium Stapler","Office Supplies","SUP0027",64.99,125.55,10
530,"PRD00530","Premium Power Bank","Electronics","SUP0077",156.05,222.86,100
531,"PRD00531","Premium Dash Cam","Automotive","SUP0095",388.84,538.83,10
532,"PRD00532","Eco Whiteboard","Office Supplies","SUP0028",77.19,124.99,10
533,"PRD00533","Pro Kettle","Home & Kitchen","SUP0105",67.83,129.08,100
534,"PRD00534","Smart Card Game","Toys & Games","SUP0099",55.66,91.07,100
535,"PRD00535","Eco Desk","Furniture","SUP0113",339.33,575.07,20
536,"PRD00536","Portable Pasta Pack","Grocery","SUP0053",7.38,11.39,25
537,"PRD00537","Portable Socks Pack","Apparel","SUP0113",145.56,210.13,100
538,"PRD00538","Essential Tea Set","Grocery","SUP0072",26.61,39.75,50
539,"PRD00539","Deluxe Tablet Stand","Electronics","SUP0101",622.18,838.80,75
540,"PRD00540","Classic Hoodie","Apparel","SUP0020",145.62,231.59,25
541,"PRD00541","Portable Desk Organizer","Office Supplies","SUP0031",22.77,29.72,20
542,"PRD00542","Heavy-Duty Jacket","Apparel","SUP0104",29.61,48.56,50
543,"PRD00543","Portable Tea Set","Grocery","SUP0054",14.14,26.47,75
544,"PRD00544","Classic Board Game","Toys & Games","SUP0033",53.98,77.54,20
545,"PRD00545","Compact Hoodie","Apparel","SUP0109",94.49,168.20,25
546,"PRD00546","Heavy-Duty Monitor","Electronics","SUP0007",146.13,201.03,25
547,"PRD00547","Smart Whiteboard","Office Supplies","SUP0006",5.23,9.43,10
548,"PRD00548","Smart Cutting Board","Home & Kitchen","SUP0086",168.64,270.83,75
549,"PRD00549","Eco Air Fryer","Home & Kitchen","SUP0117",212.29,393.64,25
550,"PRD00550","Premium Jacket","Apparel","SUP0120",89.88,170.88,20
551,"PRD00551","Compact Tea Set","Grocery","SUP0118",9.03,12.05,20
552,"PRD00552","Heavy-Duty Dash Cam","Automotive","SUP0051",115.20,148.93,20
553,"PRD00553","Pro Building Blocks","Toys & Games","SUP0060",65.62,128.12,75
554,"PRD00554","Pro Electric Toothbrush","Health & Beauty","SUP0047",6.82,9.15,75
555,"PRD00555","Ultra Coffee Beans","Grocery","SUP0103",18.64,36.36,100
556,"PRD00556","Deluxe Water Bottle","Sports & Outdoors","SUP0048",98.95,161.33,25
557,"PRD00557","Smart Stapler","Office Supplies","SUP0095",5.66,7.70,20
558,"PRD00558","Portable Tablet Stand","Electronics","SUP0038",789.50,1558.35,20
559,"PRD00559","Eco Toaster","Home & Kitchen","SUP0073",9.20,18.07,20
560,"PRD00560","Essential Resistance Bands","Sports & Outdoors","SUP0044",193.90,368.59,25
561,"PRD00561","Ultra TV Stand","Furniture","SUP0083",422.90,692.16,100
562,"PRD00562","Wireless Resistance Bands","Sports & Outdoors","SUP0102",149.72,262.03,25
563,"PRD00563","Heavy-Duty Storage Box","Home & Kitchen","SUP0063",41.80,53.19,20
564,"PRD00564","Portable Coffee Beans","Grocery","SUP0068",13.01,23.14,10
565,"PRD00565","Compact TV Stand","Furniture","SUP0007",201.62,353.86,10
566,"PRD00566","Essential Stapler","Office Supplies","SUP0009",87.35,115.34,100
567,"PRD00567","Eco Storage Box","Home & Kitchen","SUP0059",170.77,270.30,25
568,"PRD00568","Essential Power Bank","Electronics","SUP0085",696.49,963.15,50
569,"PRD00569","Portable Tablet Stand","Electronics","SUP0002",558.71,1049.59,10
570,"PRD00570","Pro Card Game","Toys & Games","SUP0037",113.58,200.18,10
571,"PRD00571","Heavy-Duty Resistance Bands","Sports & Outdoors","SUP0056",152.17,260.73,20
572,"PRD00572","Compact Speaker","Electronics","SUP0031",697.09,1169.69,20
573,"PRD00573","Pro Electric Toothbrush","Health & Beauty","SUP0035",5.95,11.59,50
574,"PRD00574","Classic Power Bank","Electronics","SUP0073",556.28,977.60,20
575,"PRD00575","Eco Snack Box","Grocery","SUP0088",9.41,16.41,10
576,"PRD00576","Essential Shampoo","Health & Beauty","SUP0012",41.20,71.62,50
577,"PRD00577","Portable Desk Organizer","Office Supplies","SUP0008",11.38,19.84,100
578,"PRD00578","Wireless Charger","Electronics","SUP0064",799.54,1028.34,50
579,"PRD00579","Deluxe Vitamin Pack","Health & Beauty","SUP0110",97.79,152.08,10
580,"PRD00580","Premium Pasta Pack","Grocery","SUP0028",34.96,64.21,100
581,"PRD00581","Ultra Snack Box","Grocery","SUP0006",23.11,41.69,10
582,"PRD00582","Pro Phone Mount","Automotive","SUP0073",352.62,547.66,100
583,"PRD00583","Deluxe Headphones","Electronics","SUP0027",271.72,475.70,75
584,"PRD00584","Heavy-Duty Air Fryer","Home & Kitchen","SUP0051",203.50,370.72,10
585,"PRD00585","Smart Jacket","Apparel","SUP0073",120.68,190.27,50
586,"PRD00586","Portable Electric Toothbrush","Health & Beauty","SUP0050",82.33,110.34,100
587,"PRD00587","Heavy-Duty Cutting Board","Home & Kitchen","SUP0011",139.77,175.32,75
588,"PRD00588","Deluxe Car Vacuum","Automotive","SUP0013",136.59,208.28,50
589,"PRD00589","Compact Trousers","Apparel","SUP0078",62.45,110.64,75
590,"PRD00590","Classic Snack Box","Grocery","SUP0004",16.15,25.62,100
591,"PRD00591","Ultra Hoodie","Apparel","SUP0030",39.44,60.34,25
592,"PRD00592","Classic Building Blocks","Toys & Games","SUP0024",30.36,39.62,100
593,"PRD00593","Classic Puzzle","Toys & Games","SUP0099",74.00,129.59,75
594,"PRD00594","Eco Cap","Apparel","SUP0010",94.83,151.50,10
595,"PRD00595","Classic Cap","Apparel","SUP0101",60.07,113.98,100
596,"PRD00596","Classic Cookware Set","Home & Kitchen","SUP0047",133.62,215.05,10
597,"PRD00597","Pro Power Bank","Electronics","SUP0047",35.13,52.90,25
598,"PRD00598","Compact Speaker","Electronics","SUP0056",313.45,485.57,50
599,"PRD00599","Portable Building Blocks","Toys & Games","SUP0014",71.30,117.66,10
600,"PRD00600","Portable Charger","Electronics","SUP0077",492.21,897.62,75
601,"PRD00601","Classic Office Chair","Furniture","SUP0038",736.36,1317.05,50
602,"PRD00602","Compact Binder","Office Supplies","SUP0116",86.09,108.79,75
603,"PRD00603","Eco Spice Kit","Grocery","SUP0067",8.64,10.85,20
604,"PRD00604","Wireless Dash Cam","Automotive","SUP0035",262.52,504.96,25
605,"PRD00605","Wireless T-Shirt","Apparel","SUP0022",40.30,78.39,50
606,"PRD00606","Pro Hoodie","Apparel","SUP0101",13.74,26.80,10
607,"PRD00607","Eco Binder","Office Supplies","SUP0081",32.94,43.68,50
608,"PRD00608","Eco Building Blocks","Toys & Games","SUP0014",60.36,87.07,20
609,"PRD00609","Classic Trousers","Apparel","SUP0108",46.31,68.56,75
610,"PRD00610","Deluxe Desk Organizer","Office Supplies","SUP0043",72.67,120.22,50
611,"PRD00611","Essential Sofa","Furniture","SUP0018",297.39,507.87,25
612,"PRD00612","Heavy-Duty Jacket","Apparel","SUP0062",108.84,158.30,25
613,"PRD00613","Classic Cookware Set","Home & Kitchen","SUP0038",108.08,144.98,100
614,"PRD00614","Ultra Phone Mount","Automotive","SUP0101",80.65,142.01,20
615,"PRD00615","Pro Scarf","Apparel","SUP0101",31.31,51.47,50
616,"PRD00616","Smart Stapler","Office Supplies","SUP0076",64.40,85.66,75
617,"PRD00617","Portable Blender","Home & Kitchen","SUP0094",145.29,209.57,50
618,"PRD00618","Eco Tea Set","Grocery","SUP0103",38.55,62.17,25
619,"PRD00619","Compact Bed Frame","Furniture","SUP0087",730.24,1214.15,50
620,"PRD00620","Pro Kettle","Home & Kitchen","SUP0033",18.51,31.93,100
621,"PRD00621","Classic Air Fryer","Home & Kitchen","SUP0049",238.24,405.30,10
622,"PRD00622","Smart Tent","Sports & Outdoors","SUP0075",246.84,472.24,50
623,"PRD00623","Heavy-Duty Building Blocks","Toys & Games","SUP0070",30.46,42.92,10
624,"PRD00624","Deluxe TV Stand","Furniture","SUP0115",559.61,872.02,75
625,"PRD00625","Compact Puzzle","Toys & Games","SUP0099",101.42,195.24,20
626,"PRD00626","Deluxe Moisturizer","Health & Beauty","SUP0083",37.28,53.22,75
627,"PRD00627","Essential Tablet Stand","Electronics","SUP0097",627.71,914.01,25
628,"PRD00628","Classic Coffee Beans","Grocery","SUP0002",33.08,51.86,10
629,"PRD00629","Portable Cap","Apparel","SUP0067",101.79,134.53,75
630,"PRD00630","Smart Board Game","Toys & Games","SUP0058",76.37,121.34,25
631,"PRD00631","Essential Whiteboard","Office Supplies","SUP0089",53.62,73.78,75
632,"PRD00632","Premium Toaster","Home & Kitchen","SUP0014",186.32,353.47,25
633,"PRD00633","Compact Notebook","Office Supplies","SUP0107",21.07,27.85,100
634,"PRD00634","Pro Cookware Set","Home & Kitchen","SUP0059",13.72,23.76,20
635,"PRD00635","Deluxe Building Blocks","Toys & Games","SUP0013",74.42,123.54,50
636,"PRD00636","Ultra Tyre Inflator","Automotive","SUP0009",100.46,155.03,25
637,"PRD00637","Heavy-Duty Charger","Electronics","SUP0003",481.66,781.53,25
638,"PRD00638","Essential Moisturizer","Health & Beauty","SUP0120",98.82,133.64,100
639,"PRD00639","Wireless Socks Pack","Apparel","SUP0021",105.80,164.33,25
640,"PRD00640","Ultra Board Game","Toys & Games","SUP0103",53.67,95.97,50
641,"PRD00641","Wireless Hair Dryer","Health & Beauty","SUP0051",70.17,139.88,10
642,"PRD00642","Eco Seat Cover","Automotive","SUP0076",60.07,79.78,50
643,"PRD00643","Heavy-Duty Stapler","Office Supplies","SUP0027",65.74,110.69,25
644,"PRD00644","Compact Sofa","Furniture","SUP0014",264.89,346.89,75
645,"PRD00645","Deluxe Kettle","Home & Kitchen","SUP0059",28.73,55.18,10
646,"PRD00646","Ultra Socks Pack","Apparel","SUP0082",32.82,48.98,25
647,"PRD00647","Smart Building Blocks","Toys & Games","SUP0076",30.29,45.93,10
648,"PRD00648","Ultra Whiteboard","Office Supplies","SUP0023",8.11,13.29,100
649,"PRD00649","Pro Phone Mount","Automotive","SUP0076",36.37,67.29,10
650,"PRD00650","Deluxe Shampoo","Health & Beauty","SUP0031",25.67,42.48,25
651,"PRD00651","Deluxe Speaker","Electronics","SUP0066",705.86,1226.90,50
652,"PRD00652","Wireless Whiteboard","Office Supplies","SUP0050",48.90,73.02,50
653,"PRD00653","Essential Storage Box","Home & Kitchen","SUP0089",88.59,155.22,100
654,"PRD00654","Wireless Spice Kit","Grocery","SUP0022",39.77,69.45,50
655,"PRD00655","Wireless Trousers","Apparel","SUP0108",85.88,154.41,50
656,"PRD00656","Deluxe Shampoo","Health & Beauty","SUP0063",48.12,62.32,20
657,"PRD00657","Classic Storage Box","Home & Kitchen","SUP0065",144.08,283.58,100
658,"PRD00658","Essential Tent","Sports & Outdoors","SUP0054",57.54,101.70,100
659,"PRD00659","Ultra Bookshelf","Furniture","SUP0011",200.82,331.73,75
660,"PRD00660","Eco Router","Electronics","SUP0005",90.89,144.31,25
661,"PRD00661","Pro Jacket","Apparel","SUP0100",114.64,173.18,50
662,"PRD00662","Ultra Card Game","Toys & Games","SUP0066",81.13,149.81,10
663,"PRD00663","Pro Card Game","Toys & Games","SUP0106",111.55,159.07,25
664,"PRD00664","Premium Building Blocks","Toys & Games","SUP0070",50.32,68.65,20
665,"PRD00665","Compact Pasta Pack","Grocery","SUP0039",39.71,77.25,10
666,"PRD00666","Deluxe Yoga Mat","Sports & Outdoors","SUP0057",164.75,309.98,10
667,"PRD00667","Eco Bookshelf","Furniture","SUP0104",480.84,825.93,100
668,"PRD00668","Deluxe Card Game","Toys & Games","SUP0081",14.34,26.05,50
669,"PRD00669","Wireless Air Fryer","Home & Kitchen","SUP0027",38.91,72.74,20
670,"PRD00670","Smart Desk","Furniture","SUP0069",709.27,1263.61,25
671,"PRD00671","Wireless Action Figure","Toys & Games","SUP0091",8.19,12.10,25
672,"PRD00672","Pro Scarf","Apparel","SUP0066",43.15,65.59,100
673,"PRD00673","Wireless Bed Frame","Furniture","SUP0118",101.69,198.57,10
